238.00,173.00,42.00,179.00,163.00,23.00,19.00,122.00,143.00,138.00
341.00,405.00,302.00,407.00,355.00,343.00,317.00,303.00,359.00,329.00
163.00,23.00,201.00,173.00,42.00,238.00,299.00,19.00,115.00,138.00
138.00,149.00,23.00,163.00,19.00,173.00,178.00,42.00,118.00,258.00
23.00,42.00,115.00,258.00,163.00,173.00,10.00,19.00,138.00,143.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,238.00,89.00,118.00
407.00,355.00,317.00,330.00,329.00,303.00,434.00,405.00,319.00,386.00
341.00,317.00,303.00,407.00,302.00,329.00,355.00,319.00,343.00,330.00
163.00,23.00,173.00,42.00,238.00,201.00,79.00,203.00,19.00,299.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,238.00,118.00,201.00
407.00,359.00,343.00,302.00,355.00,319.00,317.00,341.00,303.00,413.00
163.00,23.00,173.00,143.00,42.00,201.00,238.00,299.00,290.00,19.00
343.00,341.00,359.00,407.00,319.00,302.00,413.00,355.00,328.00,334.00
163.00,23.00,173.00,42.00,238.00,201.00,299.00,19.00,115.00,138.00
258.00,23.00,138.00,173.00,163.00,42.00,19.00,115.00,238.00,118.00
330.00,407.00,355.00,317.00,329.00,303.00,331.00,405.00,328.00,319.00
163.00,299.00,23.00,173.00,42.00,68.00,201.00,238.00,19.00,115.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,258.00,280.00,238.00
341.00,302.00,407.00,343.00,319.00,334.00,355.00,413.00,303.00,359.00
330.00,341.00,317.00,329.00,303.00,407.00,355.00,405.00,319.00,384.00
163.00,23.00,173.00,115.00,42.00,238.00,143.00,201.00,299.00,19.00
23.00,138.00,173.00,163.00,19.00,42.00,115.00,118.00,238.00,116.00
343.00,359.00,302.00,341.00,407.00,319.00,413.00,328.00,355.00,317.00
317.00,329.00,341.00,330.00,407.00,355.00,303.00,302.00,405.00,319.00
163.00,23.00,173.00,42.00,238.00,233.00,19.00,115.00,201.00,143.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,118.00,238.00,258.00
383.00,405.00,302.00,355.00,407.00,343.00,341.00,319.00,328.00,308.00
302.00,343.00,341.00,359.00,303.00,407.00,355.00,413.00,334.00,319.00
163.00,23.00,173.00,42.00,238.00,201.00,19.00,299.00,115.00,138.00
23.00,138.00,173.00,115.00,163.00,19.00,42.00,118.00,238.00,258.00
343.00,407.00,341.00,319.00,302.00,328.00,413.00,359.00,308.00,423.00
317.00,330.00,407.00,355.00,329.00,386.00,358.00,303.00,405.00,319.00
163.00,23.00,173.00,42.00,238.00,19.00,201.00,115.00,299.00,138.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,238.00,118.00,109.00
343.00,407.00,364.00,378.00,341.00,413.00,319.00,359.00,302.00,355.00
163.00,23.00,173.00,42.00,238.00,19.00,201.00,138.00,143.00,262.00
163.00,23.00,173.00,42.00,238.00,201.00,138.00,299.00,19.00,115.00
23.00,138.00,173.00,163.00,42.00,178.00,19.00,115.00,118.00,238.00
23.00,201.00,138.00,173.00,163.00,42.00,19.00,115.00,238.00,118.00
343.00,413.00,407.00,302.00,341.00,359.00,355.00,405.00,364.00,308.00
317.00,303.00,341.00,329.00,302.00,407.00,355.00,330.00,358.00,405.00
143.00,163.00,23.00,173.00,42.00,238.00,19.00,115.00,299.00,201.00
23.00,138.00,173.00,163.00,19.00,42.00,118.00,115.00,116.00,238.00
343.00,341.00,359.00,407.00,302.00,319.00,413.00,334.00,355.00,328.00
329.00,330.00,407.00,381.00,355.00,317.00,303.00,341.00,405.00,319.00
163.00,23.00,173.00,42.00,238.00,201.00,299.00,19.00,115.00,138.00
23.00,178.00,42.00,115.00,258.00,163.00,173.00,118.00,19.00,10.00
343.00,302.00,341.00,359.00,407.00,413.00,355.00,364.00,378.00,317.00
317.00,407.00,343.00,355.00,319.00,330.00,329.00,341.00,405.00,358.00
163.00,23.00,173.00,42.00,138.00,201.00,238.00,299.00,19.00,115.00
118.00,115.00,258.00,138.00,23.00,19.00,173.00,163.00,42.00,116.00
115.00,23.00,42.00,258.00,163.00,173.00,178.00,118.00,19.00,138.00
413.00,343.00,302.00,407.00,355.00,359.00,341.00,308.00,319.00,324.00
355.00,407.00,330.00,317.00,329.00,319.00,303.00,405.00,370.00,341.00
163.00,23.00,173.00,42.00,201.00,138.00,238.00,299.00,19.00,115.00
42.00,173.00,23.00,115.00,163.00,19.00,179.00,238.00,178.00,138.00
138.00,23.00,19.00,201.00,173.00,163.00,86.00,118.00,42.00,116.00
343.00,302.00,341.00,407.00,359.00,413.00,355.00,303.00,319.00,383.00
317.00,407.00,355.00,330.00,329.00,303.00,405.00,358.00,319.00,384.00
163.00,119.00,23.00,173.00,106.00,42.00,201.00,238.00,299.00,19.00
163.00,23.00,173.00,115.00,42.00,238.00,19.00,143.00,49.00,299.00
23.00,115.00,42.00,258.00,173.00,163.00,19.00,138.00,85.00,238.00
138.00,163.00,23.00,19.00,173.00,89.00,42.00,118.00,116.00,115.00
343.00,355.00,407.00,413.00,302.00,341.00,359.00,370.00,364.00,319.00
317.00,355.00,407.00,330.00,329.00,303.00,405.00,358.00,319.00,341.00
163.00,23.00,173.00,115.00,42.00,143.00,238.00,201.00,299.00,19.00
42.00,115.00,238.00,23.00,179.00,173.00,163.00,299.00,19.00,138.00
258.00,23.00,138.00,173.00,163.00,42.00,19.00,115.00,280.00,238.00
302.00,343.00,341.00,303.00,407.00,355.00,317.00,359.00,413.00,305.00
329.00,303.00,317.00,330.00,407.00,302.00,355.00,341.00,319.00,405.00
163.00,23.00,173.00,138.00,42.00,201.00,238.00,299.00,19.00,115.00
42.00,23.00,115.00,163.00,173.00,19.00,238.00,10.00,138.00,299.00
118.00,138.00,23.00,163.00,173.00,19.00,42.00,116.00,115.00,238.00
343.00,341.00,407.00,302.00,359.00,319.00,334.00,303.00,413.00,328.00
317.00,407.00,330.00,355.00,329.00,303.00,388.00,319.00,386.00,405.00
201.00,163.00,173.00,23.00,42.00,238.00,299.00,19.00,31.00,156.00
115.00,42.00,23.00,163.00,173.00,19.00,178.00,238.00,143.00,138.00
118.00,258.00,138.00,23.00,173.00,19.00,163.00,27.00,42.00,115.00
302.00,343.00,407.00,319.00,341.00,355.00,413.00,303.00,359.00,334.00
317.00,384.00,407.00,329.00,355.00,358.00,386.00,451.00,381.00,303.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00,227.00
42.00,238.00,115.00,173.00,179.00,23.00,163.00,19.00,143.00,122.00
23.00,138.00,118.00,173.00,115.00,163.00,19.00,42.00,116.00,238.00
343.00,407.00,364.00,341.00,378.00,413.00,319.00,359.00,328.00,355.00
317.00,329.00,303.00,407.00,330.00,355.00,341.00,302.00,405.00,358.00
163.00,201.00,173.00,23.00,42.00,238.00,299.00,19.00,115.00,227.00
42.00,23.00,115.00,295.00,163.00,173.00,19.00,238.00,178.00,138.00
138.00,23.00,178.00,163.00,173.00,73.00,19.00,42.00,118.00,27.00
343.00,407.00,364.00,413.00,319.00,341.00,359.00,355.00,328.00,378.00
330.00,407.00,355.00,317.00,329.00,303.00,405.00,319.00,341.00,343.00
299.00,163.00,23.00,173.00,42.00,201.00,238.00,19.00,115.00,13.00
115.00,23.00,258.00,163.00,42.00,173.00,19.00,238.00,118.00,138.00
138.00,163.00,23.00,118.00,19.00,173.00,42.00,218.00,89.00,116.00
302.00,341.00,343.00,407.00,359.00,355.00,413.00,317.00,383.00,319.00
330.00,407.00,355.00,317.00,329.00,303.00,319.00,377.00,405.00,341.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00,31.00
42.00,23.00,115.00,178.00,163.00,173.00,10.00,19.00,238.00,258.00
138.00,23.00,19.00,163.00,173.00,42.00,73.00,118.00,27.00,115.00
343.00,302.00,407.00,341.00,370.00,413.00,355.00,359.00,364.00,319.00
303.00,317.00,330.00,341.00,329.00,407.00,355.00,302.00,405.00,319.00
163.00,201.00,23.00,173.00,42.00,238.00,299.00,19.00,115.00,31.00
42.00,23.00,115.00,163.00,173.00,258.00,10.00,19.00,138.00,178.00
138.00,163.00,23.00,19.00,89.00,173.00,149.00,42.00,27.00,118.00
302.00,343.00,328.00,341.00,407.00,355.00,383.00,413.00,319.00,438.00
329.00,317.00,303.00,341.00,330.00,407.00,355.00,302.00,405.00,319.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,138.00,115.00
42.00,23.00,115.00,163.00,173.00,19.00,258.00,238.00,178.00,138.00
138.00,201.00,23.00,19.00,173.00,163.00,42.00,116.00,118.00,115.00
302.00,343.00,407.00,355.00,341.00,413.00,359.00,319.00,383.00,364.00
317.00,330.00,407.00,355.00,303.00,343.00,329.00,358.00,405.00,319.00
201.00,163.00,23.00,173.00,42.00,238.00,299.00,227.00,131.00,19.00
163.00,23.00,173.00,42.00,238.00,19.00,115.00,299.00,143.00,201.00
23.00,138.00,173.00,163.00,19.00,42.00,115.00,118.00,238.00,258.00
343.00,407.00,413.00,319.00,355.00,359.00,341.00,302.00,328.00,435.00
317.00,303.00,341.00,329.00,407.00,330.00,355.00,302.00,405.00,319.00
238.00,163.00,173.00,23.00,42.00,201.00,299.00,19.00,115.00,126.00
42.00,23.00,163.00,173.00,115.00,295.00,19.00,178.00,238.00,138.00
138.00,23.00,19.00,173.00,118.00,163.00,42.00,116.00,241.00,115.00
341.00,302.00,319.00,407.00,343.00,303.00,317.00,355.00,328.00,334.00
355.00,434.00,407.00,317.00,330.00,329.00,303.00,405.00,384.00,319.00
163.00,262.00,23.00,173.00,42.00,201.00,238.00,277.00,299.00,19.00
23.00,115.00,258.00,173.00,163.00,42.00,118.00,19.00,138.00,251.00
138.00,149.00,23.00,19.00,163.00,173.00,27.00,42.00,118.00,115.00
405.00,383.00,355.00,302.00,407.00,343.00,341.00,319.00,308.00,367.00
434.00,356.00,407.00,355.00,317.00,329.00,303.00,405.00,384.00,319.00
163.00,23.00,173.00,42.00,156.00,201.00,138.00,253.00,238.00,299.00
42.00,115.00,238.00,23.00,163.00,179.00,258.00,173.00,19.00,138.00
138.00,23.00,19.00,73.00,173.00,163.00,42.00,118.00,27.00,115.00
302.00,383.00,343.00,407.00,355.00,387.00,341.00,319.00,405.00,328.00
330.00,407.00,319.00,355.00,317.00,343.00,444.00,329.00,303.00,327.00
163.00,23.00,143.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00
42.00,23.00,115.00,238.00,258.00,163.00,173.00,179.00,19.00,143.00
138.00,201.00,23.00,19.00,173.00,163.00,42.00,118.00,115.00,27.00
302.00,343.00,341.00,407.00,355.00,303.00,413.00,359.00,383.00,317.00
330.00,407.00,355.00,377.00,317.00,329.00,388.00,303.00,386.00,319.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,178.00,19.00,115.00
23.00,115.00,42.00,258.00,173.00,163.00,19.00,138.00,238.00,178.00
138.00,149.00,89.00,163.00,23.00,19.00,173.00,42.00,118.00,115.00
343.00,359.00,407.00,302.00,341.00,319.00,413.00,328.00,355.00,334.00
303.00,330.00,341.00,317.00,407.00,302.00,329.00,355.00,405.00,319.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00,31.00
42.00,23.00,115.00,163.00,173.00,238.00,178.00,19.00,138.00,299.00
118.00,138.00,23.00,19.00,173.00,163.00,280.00,42.00,116.00,115.00
343.00,302.00,359.00,341.00,407.00,303.00,413.00,355.00,317.00,364.00
303.00,329.00,330.00,317.00,407.00,341.00,302.00,355.00,405.00,319.00
163.00,23.00,173.00,143.00,42.00,201.00,258.00,238.00,262.00,299.00
42.00,23.00,115.00,163.00,173.00,178.00,238.00,19.00,138.00,10.00
138.00,23.00,19.00,163.00,89.00,173.00,118.00,42.00,116.00,115.00
341.00,343.00,407.00,302.00,359.00,413.00,319.00,328.00,355.00,303.00
330.00,355.00,407.00,317.00,329.00,303.00,319.00,405.00,341.00,343.00
299.00,201.00,163.00,23.00,173.00,42.00,238.00,19.00,138.00,13.00
42.00,115.00,23.00,238.00,163.00,173.00,19.00,138.00,179.00,299.00
138.00,163.00,23.00,19.00,118.00,86.00,173.00,42.00,116.00,218.00
343.00,407.00,341.00,359.00,413.00,302.00,303.00,319.00,334.00,328.00
330.00,407.00,355.00,317.00,329.00,303.00,405.00,319.00,328.00,341.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,138.00,115.00
179.00,173.00,238.00,42.00,115.00,23.00,163.00,19.00,138.00,299.00
138.00,23.00,19.00,173.00,178.00,163.00,118.00,42.00,115.00,215.00
302.00,355.00,343.00,407.00,370.00,413.00,383.00,341.00,319.00,405.00
330.00,407.00,355.00,381.00,317.00,420.00,329.00,384.00,303.00,319.00
201.00,299.00,163.00,23.00,173.00,42.00,238.00,19.00,119.00,115.00
42.00,115.00,23.00,173.00,163.00,19.00,138.00,10.00,258.00,238.00
138.00,23.00,163.00,173.00,86.00,19.00,42.00,118.00,89.00,116.00
343.00,407.00,341.00,302.00,413.00,328.00,355.00,359.00,364.00,319.00
355.00,407.00,330.00,317.00,329.00,303.00,347.00,405.00,319.00,434.00
163.00,201.00,23.00,173.00,42.00,119.00,238.00,299.00,19.00,115.00
23.00,115.00,42.00,173.00,163.00,258.00,19.00,138.00,238.00,299.00
138.00,163.00,118.00,23.00,19.00,89.00,173.00,42.00,218.00,116.00
405.00,407.00,355.00,343.00,302.00,341.00,319.00,383.00,328.00,369.00
330.00,407.00,355.00,317.00,329.00,303.00,331.00,405.00,384.00,319.00
163.00,238.00,23.00,173.00,42.00,201.00,299.00,19.00,51.00,115.00
23.00,115.00,42.00,258.00,173.00,163.00,10.00,19.00,138.00,238.00
115.00,118.00,23.00,138.00,173.00,19.00,163.00,42.00,238.00,280.00
343.00,407.00,355.00,341.00,302.00,413.00,359.00,364.00,319.00,378.00
330.00,407.00,355.00,319.00,341.00,343.00,317.00,405.00,302.00,329.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,40.00,115.00
23.00,163.00,173.00,42.00,181.00,299.00,19.00,178.00,238.00,115.00
138.00,163.00,23.00,19.00,173.00,42.00,116.00,118.00,89.00,115.00
341.00,343.00,407.00,359.00,302.00,334.00,413.00,319.00,355.00,303.00
330.00,341.00,407.00,355.00,319.00,302.00,329.00,303.00,343.00,405.00
163.00,119.00,23.00,173.00,106.00,42.00,201.00,238.00,299.00,68.00
42.00,23.00,115.00,178.00,163.00,173.00,19.00,10.00,238.00,138.00
138.00,163.00,23.00,19.00,173.00,42.00,89.00,118.00,27.00,115.00
343.00,413.00,407.00,405.00,341.00,319.00,355.00,359.00,302.00,328.00
355.00,407.00,317.00,329.00,418.00,303.00,309.00,319.00,405.00,331.00
163.00,138.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00
163.00,42.00,23.00,173.00,115.00,238.00,19.00,295.00,299.00,201.00
138.00,163.00,118.00,23.00,173.00,89.00,42.00,19.00,115.00,116.00
343.00,407.00,341.00,302.00,359.00,413.00,319.00,303.00,355.00,334.00
407.00,330.00,355.00,317.00,329.00,303.00,405.00,319.00,341.00,343.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,156.00,131.00,19.00
42.00,115.00,238.00,23.00,163.00,179.00,173.00,19.00,178.00,138.00
138.00,23.00,19.00,149.00,73.00,173.00,163.00,42.00,118.00,115.00
302.00,413.00,343.00,405.00,407.00,355.00,324.00,383.00,341.00,319.00
317.00,330.00,341.00,303.00,329.00,407.00,355.00,302.00,405.00,319.00
163.00,119.00,23.00,173.00,42.00,106.00,238.00,19.00,201.00,299.00
173.00,42.00,115.00,23.00,238.00,163.00,179.00,19.00,86.00,138.00
138.00,23.00,19.00,118.00,173.00,178.00,163.00,42.00,116.00,115.00
343.00,407.00,341.00,319.00,359.00,413.00,328.00,370.00,355.00,364.00
384.00,317.00,381.00,329.00,386.00,407.00,352.00,355.00,303.00,405.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00,31.00
42.00,163.00,115.00,23.00,173.00,238.00,19.00,299.00,201.00,138.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,118.00,238.00,258.00
343.00,407.00,341.00,359.00,413.00,302.00,370.00,364.00,355.00,319.00
355.00,407.00,330.00,317.00,329.00,303.00,319.00,347.00,405.00,341.00
163.00,299.00,23.00,173.00,42.00,201.00,238.00,19.00,68.00,115.00
42.00,23.00,115.00,163.00,173.00,19.00,238.00,178.00,138.00,10.00
138.00,163.00,23.00,173.00,19.00,42.00,89.00,149.00,115.00,27.00
407.00,343.00,341.00,319.00,328.00,359.00,413.00,355.00,334.00,302.00
407.00,355.00,317.00,329.00,303.00,357.00,405.00,319.00,384.00,341.00
163.00,201.00,23.00,173.00,42.00,238.00,299.00,19.00,115.00,138.00
42.00,23.00,163.00,173.00,115.00,19.00,238.00,258.00,178.00,138.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,118.00,238.00,258.00
343.00,407.00,302.00,413.00,355.00,359.00,328.00,364.00,341.00,378.00
329.00,330.00,317.00,303.00,341.00,407.00,355.00,405.00,319.00,384.00
163.00,23.00,173.00,42.00,201.00,138.00,238.00,299.00,51.00,19.00
23.00,115.00,163.00,173.00,258.00,42.00,178.00,85.00,19.00,238.00
138.00,23.00,19.00,115.00,163.00,118.00,173.00,258.00,42.00,27.00
343.00,302.00,341.00,407.00,359.00,413.00,364.00,303.00,355.00,319.00
407.00,355.00,330.00,343.00,341.00,371.00,319.00,302.00,405.00,383.00
163.00,23.00,173.00,42.00,138.00,201.00,238.00,299.00,19.00,115.00
163.00,119.00,23.00,173.00,42.00,238.00,19.00,49.00,299.00,178.00
23.00,138.00,173.00,163.00,42.00,19.00,115.00,118.00,238.00,280.00
302.00,343.00,407.00,355.00,341.00,370.00,413.00,319.00,359.00,383.00
407.00,317.00,355.00,319.00,341.00,414.00,343.00,330.00,302.00,405.00
163.00,119.00,23.00,173.00,42.00,201.00,238.00,299.00,106.00,19.00
42.00,23.00,115.00,10.00,163.00,173.00,19.00,178.00,238.00,125.00
115.00,23.00,138.00,173.00,163.00,42.00,118.00,19.00,238.00,258.00
343.00,341.00,407.00,359.00,302.00,413.00,319.00,364.00,355.00,334.00
317.00,407.00,330.00,355.00,319.00,329.00,303.00,405.00,394.00,341.00
163.00,119.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00
42.00,23.00,115.00,173.00,163.00,179.00,258.00,19.00,10.00,138.00
138.00,89.00,23.00,19.00,163.00,173.00,42.00,118.00,116.00,115.00
383.00,302.00,355.00,343.00,407.00,405.00,370.00,341.00,319.00,328.00
317.00,330.00,302.00,303.00,329.00,407.00,355.00,341.00,319.00,405.00
163.00,201.00,23.00,173.00,42.00,299.00,238.00,19.00,119.00,115.00
42.00,23.00,178.00,115.00,119.00,173.00,163.00,19.00,10.00,238.00
138.00,23.00,19.00,173.00,163.00,42.00,118.00,115.00,238.00,215.00
383.00,405.00,302.00,407.00,355.00,343.00,341.00,319.00,364.00,328.00
407.00,330.00,355.00,317.00,371.00,329.00,303.00,319.00,405.00,341.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00,31.00
42.00,23.00,163.00,115.00,173.00,19.00,238.00,299.00,138.00,178.00
23.00,138.00,258.00,173.00,19.00,42.00,118.00,163.00,115.00,116.00
302.00,355.00,343.00,407.00,316.00,383.00,341.00,413.00,319.00,359.00
330.00,317.00,329.00,303.00,341.00,407.00,355.00,405.00,319.00,302.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,19.00,115.00,31.00
42.00,119.00,238.00,23.00,115.00,163.00,173.00,19.00,138.00,299.00
138.00,89.00,23.00,173.00,19.00,163.00,118.00,27.00,42.00,115.00
355.00,343.00,407.00,319.00,413.00,341.00,328.00,302.00,359.00,405.00
317.00,407.00,330.00,355.00,329.00,303.00,405.00,358.00,384.00,414.00
163.00,299.00,23.00,173.00,42.00,201.00,68.00,238.00,19.00,115.00
23.00,115.00,42.00,258.00,173.00,163.00,19.00,138.00,178.00,238.00
138.00,23.00,19.00,163.00,173.00,42.00,116.00,118.00,115.00,89.00
343.00,405.00,413.00,407.00,355.00,359.00,302.00,319.00,341.00,308.00
330.00,407.00,355.00,317.00,329.00,381.00,303.00,405.00,319.00,384.00
163.00,23.00,173.00,42.00,201.00,238.00,299.00,143.00,19.00,115.00
42.00,23.00,115.00,163.00,173.00,19.00,178.00,238.00,138.00,299.00
138.00,23.00,115.00,19.00,73.00,163.00,173.00,118.00,42.00,116.00
302.00,343.00,407.00,308.00,413.00,355.00,383.00,341.00,405.00,319.00
317.00,330.00,407.00,303.00,355.00,329.00,358.00,405.00,319.00,302.00
163.00,119.00,23.00,299.00,173.00,42.00,106.00,201.00,238.00,19.00
42.00,23.00,115.00,163.00,173.00,19.00,238.00,178.00,138.00,299.00
138.00,23.00,19.00,163.00,118.00,173.00,27.00,42.00,115.00,116.00
302.00,343.00,383.00,413.00,308.00,405.00,407.00,355.00,341.00,319.00
317.00,341.00,303.00,407.00,329.00,355.00,302.00,405.00,330.00,319.00
163.00,299.00,23.00,173.00,42.00,201.00,238.00,51.00,19.00,115.00
42.00,115.00,23.00,178.00,163.00,173.00,19.00,238.00,138.00,299.00
118.00,115.00,138.00,23.00,19.00,173.00,163.00,42.00,116.00,238.00
407.00,343.00,341.00,413.00,359.00,319.00,302.00,391.00,355.00,364.00
317.00,341.00,303.00,330.00,329.00,407.00,355.00,302.00,319.00,405.00
23.00,115.00,173.00,163.00,42.00,138.00,19.00,258.00,238.00,299.00
163.00,42.00,23.00,143.00,173.00,238.00,19.00,115.00,299.00,201.00
138.00,163.00,23.00,118.00,19.00,89.00,173.00,42.00,116.00,115.00
343.00,302.00,341.00,407.00,359.00,303.00,413.00,334.00,355.00,364.00
317.00,330.00,329.00,407.00,355.00,303.00,341.00,358.00,405.00,384.00
163.00,23.00,119.00,173.00,42.00,106.00,238.00,201.00,299.00,19.00
42.00,23.00,115.00,163.00,173.00,19.00,258.00,238.00,10.00,138.00
138.00,163.00,23.00,173.00,149.00,19.00,42.00,89.00,115.00,118.00
319.00,407.00,341.00,328.00,343.00,355.00,413.00,302.00,359.00,334.00
355.00,407.00,434.00,317.00,330.00,329.00,303.00,405.00,319.00,384.00
163.00,201.00,23.00,173.00,42.00,238.00,299.00,19.00,115.00,138.00
23.00,42.00,115.00,173.00,258.00,163.00,19.00,138.00,238.00,85.00
138.00,23.00,163.00,19.00,173.00,42.00,116.00,118.00,115.00,238.00
405.00,383.00,355.00,407.00,370.00,343.00,302.00,341.00,319.00,328.00
317.00,330.00,329.00,341.00,303.00,407.00,355.00,405.00,302.00,319.00
163.00,23.00,173.00,143.00,42.00,238.00,19.00,299.00,51.00,262.00
42.00,23.00,115.00,258.00,163.00,173.00,178.00,19.00,138.00,10.00
138.00,23.00,163.00,19.00,149.00,173.00,42.00,118.00,115.00,89.00
343.00,302.00,407.00,341.00,359.00,413.00,355.00,319.00,364.00,383.00
317.00,319.00,407.00,355.00,381.00,329.00,405.00,341.00,303.00,328.00
163.00,31.00,23.00,173.00,42.00,19.00,238.00,115.00,201.00,138.00
119.00,163.00,23.00,173.00,42.00,28.00,19.00,178.00,238.00,138.00
138.00,23.00,19.00,163.00,118.00,173.00,42.00,116.00,27.00,115.00
413.00,407.00,343.00,341.00,405.00,319.00,359.00,328.00,355.00,308.00
355.00,407.00,319.00,343.00,341.00,302.00,405.00,374.00,317.00,330.00
163.00,23.00,179.00,173.00,49.00,42.00,143.00,238.00,195.00,19.00
115.00,42.00,23.00,163.00,173.00,258.00,19.00,238.00,299.00,295.00
138.00,118.00,23.00,19.00,163.00,27.00,173.00,42.00,241.00,115.00
413.00,343.00,407.00,319.00,341.00,328.00,359.00,405.00,355.00,302.00
